search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",cafe
할리스 서울대병원점,연건동,서울 종로구 대학로 101 본관 1층,4혜화역,369.0,841,8.0,3.0,5.0,2.0,70.0,22.0,7.0,14.0,19.0,19.0,29.0,37.0,11.0,19.0,6.0,할리스커피 서울대병원점 연건동
스타벅스 어린이대공원역점,군자동,서울 광진구 능동로 243,7어린이대공원역,378.0,1111,0.0,0.0,7.0,6.0,3.0,8.0,84.0,72.0,89.0,55.0,40.0,26.0,67.0,7.0,25.0,스타벅스 어린이대공원역점 군자동
카페폴,봉천동,서울 관악구 남부순환로234길 43 1층,2서울대입구역,598.0,138,67.0,27.0,32.0,58.0,22.0,19.0,11.0,32.0,16.0,6.0,36.0,8.0,3.0,4.0,3.0,카페폴 봉천동
미스랄라,이촌동,서울 용산구 이촌로65가길 72 동인상가 106호,4경의중앙이촌역,176.0,87,37.0,29.0,17.0,50.0,7.0,7.0,1.0,5.0,2.0,0.0,13.0,1.0,0.0,0.0,1.0,미스랄라 이촌동
카페아이엠티 중앙대평동캠퍼스점,평동,서울 종로구 경교장길 8,5서대문역,152.0,82,42.0,15.0,20.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,18.0,1.0,0.0,0.0,카페아이엠티 중앙대평동캠퍼스점 평동
만랩커피 여의도파이낸스타워점,여의도동,서울 영등포구 국제금융로2길 32 3층,59여의도역,164.0,56,34.0,19.0,20.0,8.0,8.0,4.0,1.0,0.0,2.0,1.0,5.0,12.0,3.0,2.0,0.0,만랩커피여의도파이낸스 타워점 여의도동
빽다방 암사역점,천호동,서울 강동구 올림픽로 770,8암사역,7.0,452,2.0,70.0,4.0,33.0,50.0,8.0,5.0,8.0,10.0,3.0,16.0,1.0,1.0,2.0,1.0,빽다방 암사역점 천호동
시드누아 노원본점,상계동,서울 노원구 상계로 84,47노원역,17.0,991,8.0,3.0,4.0,1.0,1.0,8.0,31.0,9.0,74.0,52.0,62.0,43.0,27.0,6.0,48.0,시드누아노원본점 노원본점 상계동
COFFEE보헤미안사람들,방이동,서울 송파구 위례성대로 58,9한성백제역,204.0,76,59.0,14.0,7.0,10.0,6.0,15.0,3.0,5.0,2.0,0.0,4.0,6.0,3.0,2.0,0.0,커피보헤미안사람들 방이동
카페솔트,문래동2가,서울 영등포구 도림로133길 12 1층 카페솔트,2문래역,477.0,130,69.0,30.0,28.0,12.0,13.0,18.0,2.0,37.0,1.0,0.0,24.0,4.0,0.0,0.0,17.0,카페솔트 문래동2가
딮은 커피 스페이스,하왕십리동,서울 마포구 동교로19길 70 101호,6망원역,711.0,57,48.0,24.0,14.0,14.0,11.0,3.0,14.0,14.0,2.0,2.0,4.0,4.0,0.0,0.0,6.0,시적인커피 하왕십리동
공차 동대문종합시장점,종로6가,서울 종로구 종로 266 B동 6층,14동대문역,209.0,85,0.0,11.0,51.0,9.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,0.0,공차 동대문종합시장점 종로6가
투썸플레이스 강남역삼로점,역삼동,서울 강남구 역삼로 118 1층,2신분당강남역,459.0,248,0.0,32.0,41.0,75.0,43.0,24.0,17.0,46.0,29.0,10.0,5.0,7.0,22.0,6.0,7.0,투썸플레이스 강남역삼로점 역삼동
펠어커피 성신여대점,동소문동6가,서울 성북구 동소문로17길 17,4우이신설성신여대입구역,149.0,222,1.0,78.0,96.0,78.0,41.0,15.0,4.0,13.0,4.0,13.0,73.0,32.0,0.0,1.0,10.0,펠어커피 성신여대점 동소문동6가
홍팥집 양재점,도곡동,서울 강남구 남부순환로359길 31 1층,3신분당양재역,369.0,390,54.0,78.0,35.0,6.0,51.0,21.0,3.0,32.0,4.0,3.0,2.0,48.0,5.0,1.0,6.0,홍팥집 양재점 도곡동
도로도로커피숍,노량진동,서울 동작구 노량진로 145 1층,19노량진역,5.0,187,91.0,43.0,51.0,69.0,26.0,27.0,12.0,46.0,12.0,7.0,21.0,11.0,5.0,1.0,21.0,도로도로커피숍 노량진동
피어커피 광희문,신당동,서울 중구 청구로 123 피어커피 광희문,245동대문역사문화공원역,321.0,181,1.0,64.0,40.0,37.0,32.0,27.0,12.0,65.0,2.0,9.0,15.0,4.0,17.0,1.0,15.0,피어커피광희문 신당동
투썸플레이스 여의도롯데캐슬아이비점,여의도동,서울 영등포구 국제금융로 86 롯데캐슬아이비 1층 131호,9신림샛강역,382.0,370,4.0,58.0,77.0,7.0,63.0,45.0,22.0,26.0,27.0,3.0,18.0,9.0,2.0,13.0,6.0,투썸플레이스 여의도롯데캐슬아이비점 여의도동
원모어프로포즈,연남동,서울 마포구 성미산로31길 13 1층,2공항경의중앙홍대입구역,789.0,21,5.0,3.0,9.0,13.0,3.0,2.0,0.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,원모어프로포즈 연남동
메가MGC커피 중랑구청점,신내동,,,,996,9.0,8.0,9.0,94.0,69.0,44.0,11.0,20.0,30.0,4.0,33.0,9.0,8.0,5.0,9.0,메가커피 중랑구청점 신내동
카페 어느새봄,양재동,서울 서초구 강남대로2길 70,신분당양재시민의숲역,809.0,35,19.0,6.0,10.0,9.0,6.0,5.0,2.0,15.0,1.0,0.0,3.0,1.0,8.0,0.0,4.0,어느새봄 양재동
르쉬드 서울,방이동,서울 송파구 위례성대로12길 18,5방이역,660.0,91,55.0,21.0,22.0,30.0,16.0,22.0,7.0,20.0,4.0,3.0,17.0,6.0,2.0,2.0,6.0,르쉬드서울 방이동
셀렉토커피 보국문로점,정릉동,,,,94,55.0,24.0,25.0,14.0,16.0,13.0,1.0,5.0,6.0,4.0,1.0,9.0,11.0,0.0,2.0,셀렉토커피 보국문로점 정릉동
보통공간,연남동,서울 마포구 동교로52길 4-3 B01호,2공항경의중앙홍대입구역,768.0,101,18.0,41.0,7.0,84.0,17.0,1.0,0.0,9.0,0.0,3.0,25.0,13.0,0.0,0.0,5.0,보통공간 연남동
하삼동커피 서울마곡점,마곡동,서울 강서구 공항대로 194 퀸즈파크12 104호,5마곡역,138.0,372,6.0,70.0,96.0,70.0,37.0,13.0,7.0,26.0,8.0,3.0,35.0,1.0,6.0,7.0,11.0,하삼동커피 서울마곡점 마곡동
구펠,성수동1가,서울 성동구 왕십리로14길 30-1 1층 2층 3층 지하1층,2뚝섬역,94.0,160,1.0,49.0,39.0,69.0,39.0,24.0,9.0,37.0,8.0,8.0,33.0,7.0,2.0,1.0,12.0,GUFEL 성수동1가
테르트르,창신동,서울 종로구 낙산5길 46,6창신역,750.0,857,4.0,99.0,5.0,89.0,99.0,30.0,6.0,8.0,7.0,44.0,69.0,12.0,1.0,7.0,3.0,카페테르트르 테르트르 창신동
진심커피 당산점,당산동4가,서울 영등포구 당산로 175,25영등포구청역,435.0,189,7.0,11.0,27.0,7.0,14.0,9.0,3.0,5.0,0.0,0.0,4.0,58.0,0.0,0.0,0.0,진심커피 당산점 당산동4가
구욱희씨,성수동1가,"서울 성동구 서울숲4길 12-22 1,2층",수인분당서울숲역,477.0,293,75.0,63.0,66.0,0.0,32.0,45.0,2.0,94.0,14.0,22.0,85.0,6.0,48.0,1.0,59.0,구욱희씨 성수동1가
카페아이엠티 여의도점,고덕동,서울 영등포구 국회대로62길 21 동성빌딩 1층,9국회의사당역,336.0,35,15.0,8.0,7.0,7.0,6.0,7.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,카페아이엠티 고덕메가스퀘어점 고덕동
